,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,used_in_NSCLC_immune,x_NSCLC_immune,y_NSCLC_immune
bcAZXY;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1125.8301575762157,-941.4163097061396
bcFVQR;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1367.0566032156005,-995.235431245704
bcBOLO;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,476.29330762478537,-802.4074599693498
bcEEAZ;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1122.9566221462778,-1091.3812408080676
bcFMES;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1413.6848516000864,-1097.3663928528838
bcCNUT;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1116.5829203816115,-935.4097642865144
bcHSLY;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1219.4203637042783,-957.3123011036304
bcGOZA;h4tl_2,h4tl_2,MoMacDC,DC1,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC1,True,826.9514097050494,-784.5751326163705
bcIJWH;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,432.48043707075135,-840.1303198859973
bcGUPU;h4tl_2,h4tl_2,MoMacDC,DC2,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC2,True,780.2292572800134,-732.2911524950665
bcDPQG;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1305.6834447994945,-1029.384800121824
bcDXOI;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1311.9248152876482,-1000.3105160538208
bcGEDI;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1191.979037114073,-1056.0967883923156
bcGXYM;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1119.7839804950138,-1012.9381759318331
bcEEUY;h4tl_2,h4tl_2,MoMacDC,DC1,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC1,True,877.5482069490242,-763.4792319913092
bcDCXK;h4tl_2,h4tl_2,MoMacDC,DC1,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC1,True,894.6592134570004,-773.6662085071601
bcGYDW;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,979.529335365356,-926.1756736318392
bcCHEM;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1166.3559233049957,-950.3242712990296
bcENWY;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,924.6813471294802,-865.9375891093422
bcCBYT;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1143.6129593480264,-984.3725895318707
bcBFQT;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1266.4905422262154,-985.0962501131552
bcGZTQ;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,452.3269034080642,-787.6920812034327
bcGKXO;h4tl_2,h4tl_2,MoMacDC,DC1,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC1,True,686.7521725746451,-610.0821835247776
bcGEYV;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,453.7883045120672,-810.5754940843051
bcHARJ;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1269.548926740078,-1036.237056595939
bcBHNJ;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,469.8856629732597,-800.5463216923822
bcBIDM;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,650.3956479496028,-609.486063976216
bcADGX;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,235.3612856311656,-376.9114743695514
bcFWUL;h4tl_2,h4tl_2,MoMacDC,DC2,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC2,True,786.4150413754428,-935.0064599703934
bcEFUW;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,462.9777874500609,-776.6804400558876
bcFDUZ;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1275.3989204797142,-1037.532617699795
bcFDZP;h4tl_2,h4tl_2,MoMacDC,DC2,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC2,True,1005.2566409622405,-928.0215753244092
bcGYUJ;h4tl_2,h4tl_2,MoMacDC,DC2,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC2,True,926.6019463083396,-902.8184821333336
bcHUOS;h4tl_2,h4tl_2,MoMacDC,DC3,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC3,True,664.4983291568196,-677.4919329176872
bcGNVG;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1412.7788883725243,-1018.3426337375744
bcGOGS;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1258.0157649747389,-1044.7527537861802
bcIHEQ;h4tl_2,h4tl_2,MoMacDC,DC1,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC1,True,857.0093021867154,-744.2153242514461
bcFMSU;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1200.5970184032378,-985.0961882583864
bcEHIB;h4tl_2,h4tl_2,MoMacDC,DC1,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC1,True,943.9948805649996,-817.304805631652
bcHDMA;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,444.91055369428665,-802.8412400610503
bcFMXR;h4tl_2,h4tl_2,MoMacDC,DC2,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC2,True,942.2963321949504,-910.3726353310616
bcGXID;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1294.745072082404,-969.5976522673328
bcFXLD;h4tl_2,h4tl_2,MoMacDC,DC3,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC3,True,687.0951688599532,-680.0508467552203
bcFERY;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,422.6294453195789,-883.701658243835
bcHEGJ;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,455.1875598545546,-803.1217421254515
bcELPA;h4tl_2,h4tl_2,MoMacDC,DC2,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC2,True,927.9703202024048,-907.2424966630588
bcGACZ;h4tl_2,h4tl_2,pDC,pDC,human,h4,tumor,lung,2,p4t2,tpDC,tpDC,True,479.6749699936137,-772.3605206221329
bcGRGG;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1421.145868798987,-1001.8012200482628
bcDASK;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1374.5502262991074,-1097.200642285124
bcHQIP;h4tl_2,h4tl_2,MoMacDC,DC2,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC2,True,821.3995896670151,-930.7877912397048
bcGKWF;h4tl_2,h4tl_2,MoMacDC,MonoDC,human,h4,tumor,lung,2,p4t2,tMoMacDC,tMonoDC,True,1256.223849379234,-1004.6128110988363
bcGGYN;h4tl_2,h4tl_2,MoMacDC,DC1,human,h4,tumor,lung,2,p4t2,tMoMacDC,tDC1,True,908.6554154271506,-789.6593606546583
bcERLC;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1303.3853774602856,-1019.580624609368
bcEKLS;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1171.2352208019813,-989.0715647767892
bcFPEP;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1307.99222543607,-1113.64790958779
bcHJKJ;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,871.6147241590439,-909.4186508751428
bcEFVU;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,630.7413033779155,-565.0176235998232
bcHGOI;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,898.3199759688139,-887.9085124734288
bcAYLP;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1058.3891548260478,-977.1229409710944
bcGGJP;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1076.4807587515263,-939.8965281921858
bcFCHR;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,682.4633575436139,-717.7608478875396
bcFILM;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,834.4387171504318,-924.907687062328
bcEYGT;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,434.9336959612924,-871.950932319418
bcGEPN;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,920.2169150293944,-899.624991665441
bcIAIV;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,980.0152692897392,-939.5089349828136
bcAVQU;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1119.9184438933846,-969.9002280933242
bcBVBW;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,467.6049859842929,-764.0449078862407
bcGVFA;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1364.6201044004429,-971.954969762102
bcBZJB;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,812.21506740195,-927.6798052329432
bcEITW;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1144.7651341043595,-1009.7297956890465
bcEJAB;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,835.0980528457867,-929.3234972273572
bcGYCP;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1223.158313689887,-1112.9062793275457
bcEQGC;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1176.5520269574768,-999.3227764524986
bcBKDH;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,916.674923080235,-872.9009109605969
bcEIKB;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1375.2955645216402,-1107.3456035092338
bcHPLR;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,461.2461036883756,-778.7348991009079
bcHRHG;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,968.778011558494,-920.9091906792524
bcHJOX;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1012.2865683764148,-935.5416340383524
bcFULM;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,1005.6084456432036,-874.4617391963693
bcCGWM;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,874.0966231231371,-760.7760746138323
bcHFYH;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,936.2006499534332,-891.523754678268
bcBOZM;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1008.6576426585402,-945.9201582713832
bcGRQB;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,714.5408760634949,-701.0601787421461
bcFQLB;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1093.0432566836685,-954.8013578297316
bcGCVI;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,791.4015865089267,-941.4988409995308
bcDRCO;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,882.2416412391577,-894.7751091263226
bcAYPK;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1341.1506891805543,-958.0412013896138
bcGHLV;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1180.3181174111066,-1004.764129145222
bcGPMJ;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,832.5249530924036,-787.6943761640289
bcCPBB;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,845.4041344898415,-756.5987945415312
bcGNSX;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,916.3603919029288,-749.2967701306939
bcCOOD;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,851.8848155588292,-803.5589546136098
bcIIUU;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1028.0819356505276,-918.2840797244986
bcEDBC;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1368.1888261049426,-969.6137446545372
bcFOBZ;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1048.1953101618194,-947.8897626141804
bcGZAX;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,768.4222044078361,-704.8365530563921
bcESDO;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,939.538171321106,-806.4826914667703
bcBJDU;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1016.9723084756084,-935.3291488584432
bcBNRN;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,774.6640604924468,-938.4693123339964
bcGQLN;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1080.602756076558,-938.8427993464668
bcDXCL;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1091.0195046459858,-942.1674592792044
bcIIEZ;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,867.4116763263004,-916.4590205517244
bcFDQA;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,889.5563221867022,-877.7934915053073
bcIFLL;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,773.6098189863261,-657.4266409692252
bcDTOV;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,464.4949133582049,-768.1585963645372
bcHFMS;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,875.7739903979099,-844.0547471689729
bcFNSD;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,813.9448173368722,-828.0571645251656
bcGNJR;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,846.538875893042,-741.1447698892032
bcEJTV;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,458.5209744606664,-783.613846456485
bcGZYK;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1038.9329320819231,-934.4385433023572
bcHKKH;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,904.2146954292232,-886.2061045804527
bcGHRD;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,556.1895956997887,-554.7459572685729
bcAGYO;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,455.02435831810135,-785.2204512024805
bcHUZZ;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1206.0225565472583,-1009.2269651974052
bcCQSG;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,593.1394760554074,-499.0753536895013
bcCQXJ;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,428.2669474443829,-840.0359626005531
bcIGZC;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1051.7272507497669,-918.8326667543156
bcHKWR;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,454.357169516188,-781.3413965089304
bcFXKX;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,667.8390438053298,-689.1175079383737
bcHOSU;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1256.9981221180833,-963.3937751739636
bcBOIE;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1091.7342121852078,-959.6683472124156
bcFNFN;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1093.8016873649233,-936.494872412811
bcERNG;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,451.08396327806975,-785.2306374546173
bcGLLO;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,915.986539467424,-825.0624856293177
bcGLCV;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1095.8499341549434,-961.7955900575593
bcHHWD;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,667.6922423413794,-634.915214320765
bcHKNM;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,895.5433166379614,-767.0987875935582
bcGVPP;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,755.965559147864,-672.0095189339079
bcDOFZ;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1288.6049899131074,-1161.0371210451206
bcFKUP;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1159.4191355280552,-969.5113922165732
bcAHFY;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,932.0913671154248,-900.4491845916202
bcFFQK;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,672.9026585507407,-686.3650723213142
bcEODL;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1330.8961998455495,-1120.368418024112
bcAAMS;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,671.2417952338235,-707.0037969632498
bcETLA;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1142.3608169838485,-1005.6483367773913
bcHDQC;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1025.102830530668,-915.468037315437
bcECSR;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1322.2414690439246,-1028.4879324763745
bcBKSA;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,456.9288845371908,-789.3953715359297
bcEXZS;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,921.1886940526996,-904.5082775748024
bcFUVM;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1260.317945290041,-1021.949517905222
bcFVLV;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1130.1375472638706,-956.8326385864484
bcDFYW;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1180.1588219915054,-983.9762497702342
bcEWCP;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1255.7619971598924,-1026.3546608893798
bcADOS;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1363.8273941829812,-1013.8678025861016
bcGNVX;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,949.1028394304054,-846.231219082614
bcEMGE;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,869.6315846793817,-775.3731699992493
bcBDWM;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1167.7685894540432,-978.9196470673672
bcGFJT;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,977.8852039565584,-853.9845047729216
bcFJNG;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,907.6606859785556,-830.1333929986839
bcFQXX;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,830.1293768261185,-711.9793886125485
bcDWFN;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1342.5963393441457,-1012.0775626657108
bcAZKG;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1111.5690040426323,-925.9777226335772
bcHYPS;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,803.3179675759587,-931.3985697264598
bcIHQM;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,987.206236146726,-975.9178909751668
bcGXLD;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1187.3501617749987,-985.5571252609468
bcIJBA;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1053.6669333254115,-936.2475247437244
bcBDOE;h4tl_3,h4tl_3,MoMacDC,DC1,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC1,True,987.1256821439152,-861.9065635348871
bcAHUI;h4tl_3,h4tl_3,pDC,pDC,human,h4,tumor,lung,3,p4t3,tpDC,tpDC,True,463.6753909139653,-766.0149845386078
bcCSUX;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1046.5173860611549,-893.5840002558339
bcHDPO;h4tl_3,h4tl_3,MoMacDC,DC2,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC2,True,987.4287262934532,-923.9071346777764
bcEGML;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,593.7259762063536,-548.0266244523243
bcGIWC;h4tl_3,h4tl_3,MoMacDC,DC3,human,h4,tumor,lung,3,p4t3,tMoMacDC,tDC3,True,764.7625721042917,-763.5719821421484
bcGHCK;h4tl_3,h4tl_3,MoMacDC,MonoDC,human,h4,tumor,lung,3,p4t3,tMoMacDC,tMonoDC,True,1071.911045217999,-969.2250755902364
bcFPRX;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,433.51249477770136,-878.3026051488707
